Children,Age,Income,MonthlyCharge,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Nonbinary,Techie_Yes
-0.9714752213059501,0.7195051493676832,-0.3572021635299378,-0.0032363279510469645,0,0,0,0,1,0,1,0,0
-0.5058532137326376,-1.2611885692151263,-0.6568643088730366,1.6324381445910168,0,1,0,0,0,1,0,0,1
0.8910128089873001,-0.1500677026930625,-1.185427426339568,-0.2947691865192366,0,0,0,0,1,1,0,0,1
-0.5058532137326376,-0.24668690847758978,-0.7783308681298429,-1.2268666663157293,0,1,0,0,0,0,1,0,1
-0.9714752213059501,1.444149192751638,0.14588371524000435,-0.5278304119761439,0,0,0,1,0,0,1,0,0
0.42539080141398755,1.444149192751638,-0.615111790574782,0.28932759913751854,0,0,1,0,0,1,0,0,0
-0.9714752213059501,1.2509107811825833,-1.1042354433351869,0.6415281313468941,0,0,0,0,1,0,1,0,1
-0.04023120615932501,-1.1162597605383355,-0.4359652873117524,-1.3435441533412904,0,1,0,0,0,1,0,0,1
-0.04023120615932501,-0.19837730558532612,0.9569741147684465,-1.2848623535177934,0,0,0,1,0,0,0,1,0
-0.5058532137326376,1.589078001428429,0.5897562086557583,-0.2356812477403956,0,1,0,0,0,1,0,0,0
2.287878831707238,-1.454426980784181,-0.6185859594879534,0.05509382662600667,0,0,0,1,0,1,0,0,0
-0.04023120615932501,0.1397899146605194,-0.8038129138526015,-0.5275092999883231,0,1,0,0,0,1,0,0,0
-0.9714752213059501,1.444149192751638,2.0510781800066433,-0.8193918459451515,1,0,0,0,0,0,1,0,0
-0.5058532137326376,-1.1162597605383355,1.2026699623221933,-0.2943496921767245,0,0,0,1,0,0,1,0,0
0.42539080141398755,-0.6814733345079627,2.286638631383889,0.11785347133163683,1,0,0,0,0,0,1,0,0
-0.9714752213059501,0.47795713490636493,-0.22184897967516384,0.5214408251837681,0,1,0,0,0,1,0,0,0
-0.04023120615932501,0.333028326229574,0.3236833771709089,0.7012974512574729,0,0,0,1,0,0,1,0,0
0.42539080141398755,0.38133792912183767,0.11039693705207043,-0.46857204633696026,0,0,0,0,1,1,0,0,1
0.42539080141398755,-1.454426980784181,-0.753442708640166,-0.5279154389436672,1,0,0,0,0,0,1,0,0
0.8910128089873001,-0.7297829374002263,0.12621948218907575,0.2886462180057808,0,0,1,0,0,0,1,0,0
0.42539080141398755,-1.1162597605383355,0.39236529307122064,-1.0511506531130674,1,0,0,0,0,0,1,0,0
0.42539080141398755,-0.05344849690853518,-0.4061446819701304,-1.1101535649243852,0,0,0,0,1,0,1,0,0
-0.04023120615932501,0.7195051493676832,1.8775244331902503,-0.5278304119761439,1,0,0,0,0,0,1,0,0
0.42539080141398755,1.0576723696135288,-0.3590231524432944,-0.23499986660865785,0,0,0,0,1,1,0,0,0
-0.5058532137326376,1.154291575398056,-1.056544062706115,-1.8678716190874673,0,0,0,1,0,0,1,0,0
-0.5058532137326376,-0.29499651136985344,-1.2224563859230468,1.1666876633522865,0,1,0,0,0,1,0,0,0
-0.9714752213059501,0.8161243551522105,0.3123173822951013,-0.7601334803059678,0,0,0,0,1,1,0,0,0
0.42539080141398755,-1.599355789460972,-1.1472793036634314,0.6418492433347148,0,0,0,1,0,1,0,0,1
0.8910128089873001,0.7678147522599469,-0.14391004238017205,1.982491536099947,0,0,1,0,0,0,1,0,0
3.219122846853863,-0.3916157171543807,0.2905030975394178,1.340450783318138,0,1,0,0,0,0,1,0,0
-0.9714752213059501,-0.6331637316156989,-0.6529701806736317,-0.5851447180464704,0,0,1,0,0,1,0,0,0
1.8222568241339252,1.3958395898593743,0.6653187270136651,1.340450783318138,1,0,0,0,0,1,0,0,0
1.3566348165606126,1.009362766721265,-0.4716919798057656,0.05509382662600667,0,0,0,1,0,0,1,0,0
0.8910128089873001,0.7678147522599469,-1.1154187712165662,2.215882124516852,0,0,0,0,1,0,1,0,0
-0.5058532137326376,-0.05344849690853518,-1.2433861778636033,-0.23566789235322697,0,0,1,0,0,0,1,0,0
-0.04023120615932501,-1.30949817210739,-1.1633483181422015,1.3378406791703472,0,0,1,0,0,1,0,0,0
-0.5058532137326376,-1.3578077749996538,-0.022142825486603374,-0.7596742461115832,0,0,1,0,0,1,0,0,0
-0.5058532137326376,0.6228859435831559,-0.4954937513812105,0.28832510601796063,1,0,0,0,0,1,0,0,0
-0.5058532137326376,0.9127435609367378,0.5943491036592086,-0.5855049871903873,1,0,0,0,0,0,1,0,0
0.42539080141398755,-1.5510461865687082,0.0644780380722846,-0.003181834242146734,1,0,0,0,0,1,0,0,0
0.42539080141398755,0.09148031176825576,0.705817922488904,-1.5176283852949628,0,1,0,0,0,0,1,0,0
0.8910128089873001,-0.5848541287234353,-1.0808195448604123,1.9239995785600243,1,0,0,0,0,0,1,0,0
0.8910128089873001,-1.019640554753808,-0.552602096275682,0.46294886764384563,0,0,1,0,0,0,1,0,0
-0.9714752213059501,-1.5027365836764446,-0.9438367791342904,1.6324381445910168,0,0,1,0,0,1,0,0,0
-0.04023120615932501,-0.43992532004664436,0.7744762402607485,1.691696510230201,1,0,0,0,0,1,0,0,0
0.42539080141398755,-0.488234922938908,0.027191247085186738,0.5223712737976755,0,0,1,0,0,1,0,0,1
-0.5058532137326376,1.589078001428429,-0.44581881695378833,-1.5763434920089727,0,0,0,1,0,1,0,0,0
-0.04023120615932501,1.4924587956439015,1.7346775325401231,-1.8671052109882063,0,1,0,0,0,1,0,0,0
-0.04023120615932501,0.42964753201410133,-1.4016212432859951,0.28867479340659874,0,0,0,1,0,1,0,0,0
1.3566348165606126,0.7195051493676832,0.30961364857613377,0.35105421746496834,1,0,0,0,0,1,0,0,0
-0.5058532137326376,0.28471872333731035,0.07235194693738148,-0.5275092999883231,0,0,1,0,0,1,0,0,0
-0.9714752213059501,-1.0679501576460717,0.323455698931442,-0.061758818749592645,0,0,0,1,0,1,0,0,1
-0.9714752213059501,-0.10175809980079883,-0.977629299098782,-0.2935176259175086,0,0,0,0,1,0,1,0,0
-0.5058532137326376,0.23640912044504672,1.1197749810467896,-0.9936659201823977,0,0,0,1,0,1,0,0,0
-0.5058532137326376,0.9610531638290014,2.0057951194883246,-1.3435441533412904,0,1,0,0,0,0,1,0,0
-0.5058532137326376,-0.9713309518615445,-0.9197002637365199,-0.7010714598352091,0,0,0,0,1,1,0,0,0
-0.5058532137326376,0.23640912044504672,-0.9687122655549758,1.1083661326727063,0,0,0,1,0,0,1,0,0
-0.9714752213059501,-0.19837730558532612,-0.3289949709716402,-1.1098324529365644,0,0,1,0,0,1,0,0,0
-0.5058532137326376,-1.30949817210739,0.812095590058277,-0.17783151417611395,0,0,1,0,0,1,0,0,0
-0.5058532137326376,-1.3578077749996538,1.970687659365376,0.5216851611762428,0,0,0,0,1,0,1,0,0
-0.9714752213059501,-0.5365445258311716,2.7680054919167727,-0.46939294814512156,0,0,0,1,0,1,0,0,0
-0.5058532137326376,1.3475299869671107,1.452147628463938,-1.8667840990003854,0,0,0,0,1,0,1,0,0
-0.5058532137326376,-0.488234922938908,-0.08094236958786385,-1.051314693627714,1,0,0,0,0,1,0,0,1
-0.04023120615932501,0.47795713490636493,0.388857474974865,0.2882945727593375,0,0,1,0,0,0,1,0,0
0.42539080141398755,0.8161243551522105,-1.1262066119449368,2.1572003246933558,0,1,0,0,0,1,0,0,0
-0.5058532137326376,1.2026011782903197,-0.6279998647367001,0.8161233175719611,0,0,0,0,1,0,1,0,0
-0.9714752213059501,-0.24668690847758978,0.6948640208565073,-0.46923363912017035,0,0,0,1,0,0,1,0,0
-0.5058532137326376,0.47795713490636493,-0.7729601088917454,0.6418492433347148,0,0,0,1,0,1,0,0,1
0.8910128089873001,0.333028326229574,0.26433889110301634,0.9337423710468215,0,1,0,0,0,1,0,0,0
-0.9714752213059501,1.6373876043206925,1.8031142901058073,1.92348862428863,1,0,0,0,0,0,1,0,1
0.42539080141398755,0.043170708875992114,0.47071239058821274,-0.8773875331472157,0,1,0,0,0,1,0,0,0
0.42539080141398755,-0.8747117460770172,-1.2677953827458794,1.9238947632439736,1,0,0,0,0,0,1,0,0
-0.5058532137326376,0.8161243551522105,-1.53940153835382,0.9875974453778428,0,0,1,0,0,0,1,0,0
-0.04023120615932501,0.6711955464754196,1.9398012052213358,2.2740529700689547,0,1,0,0,0,1,0,0,0
0.8910128089873001,-0.3433061142621171,-1.0898987062868333,0.6426156514339759,0,0,0,0,1,1,0,0,0
-0.5058532137326376,-0.1500677026930625,1.6631843803356061,-0.5280747479686184,0,0,1,0,0,0,1,0,0
-0.5058532137326376,-1.4061173778919174,-0.7733687061161247,1.57375634476752,0,0,1,0,0,1,0,0,0
-0.9714752213059501,-1.599355789460972,1.8542824616623244,-1.0511506531130674,1,0,0,0,0,0,1,0,0
-0.5058532137326376,-1.1645693634305991,0.030255944769220926,0.34996669737788644,0,1,0,0,0,1,0,0,0
-0.9714752213059501,-1.0679501576460717,0.36762702539754594,-0.06063799177199784,1,0,0,0,0,0,1,0,1
1.3566348165606126,0.9127435609367378,1.6658339257595758,0.46294886764384563,0,0,0,1,0,1,0,0,0
0.8910128089873001,0.8644339580444741,0.37529554314450575,-1.2257458393381344,1,0,0,0,0,0,1,0,0
-0.04023120615932501,-1.019640554753808,1.5234004293599965,0.5223712737976755,1,0,0,0,0,1,0,0,0
-0.9714752213059501,-0.9713309518615445,-1.1513246346859756,-0.7607100461216546,0,0,1,0,0,0,1,0,0
0.42539080141398755,0.6711955464754196,-0.7463462270073373,-1.3427777452420293,0,0,0,0,1,0,1,0,1
-0.9714752213059501,0.6228859435831559,-0.38932009037804305,0.8168046987036988,1,0,0,0,0,1,0,0,0
0.8910128089873001,-1.5510461865687082,-0.9232487230541239,0.34996669737788644,0,0,0,1,0,1,0,0,0
-0.9714752213059501,0.38133792912183767,-0.7394201763023245,-0.8773875331472157,0,0,1,0,0,1,0,0,0
-0.9714752213059501,1.0576723696135288,0.9503487217001961,0.4632699796316657,0,0,0,1,0,1,0,0,0
-0.9714752213059501,0.47795713490636493,0.2150323496811041,1.1661767090808919,0,0,0,0,1,1,0,0,0
-0.04023120615932501,-1.019640554753808,-0.9131041498276635,-0.2940285801889037,0,0,1,0,0,0,1,0,0
-0.9714752213059501,1.1059819725057924,1.93991919586367,0.28867479340659874,0,0,1,0,0,0,1,0,0
-0.9714752213059501,-1.1645693634305991,-0.544724691391553,1.6910151290984634,1,0,0,0,0,1,0,0,0
-0.9714752213059501,1.444149192751638,0.7748236571520658,-1.1098324529365644,0,1,0,0,0,1,0,0,0
3.6847448544271755,-1.454426980784181,1.2271434065541844,0.34706139955035775,1,0,0,0,0,0,1,0,0
1.3566348165606126,1.299220384074847,2.909358718435426,-0.23526175339788347,0,0,1,0,0,0,1,0,0
-0.9714752213059501,-1.599355789460972,0.15186409279682805,0.23012372720723512,0,0,1,0,0,0,1,0,0
-0.9714752213059501,0.7678147522599469,0.9326274012263693,1.166943117180153,0,0,0,1,0,0,1,0,0
-0.5058532137326376,-1.019640554753808,0.29412191424004297,0.23012372720723512,0,0,1,0,0,0,1,0,0
-0.9714752213059501,-0.005138894016271534,-0.5875994317991187,1.1086872446605271,1,0,0,0,0,1,0,0,0
-0.04023120615932501,-1.3578077749996538,0.5428697864088324,-0.061918127774543856,0,0,0,1,0,0,1,0,0
-0.9714752213059501,0.7678147522599469,-1.4390518080557886,0.7544511929534121,1,0,0,0,0,0,1,0,0
0.42539080141398755,0.8644339580444741,0.6939755950199693,0.7544511929534121,0,0,0,0,1,0,1,0,0
0.42539080141398755,-0.005138894016271534,-0.2703072994794075,1.6906089901431192,0,0,0,0,1,1,0,0,0
-0.04023120615932501,0.1397899146605194,-1.0742347930134104,-0.002821565098229794,1,0,0,0,0,0,0,1,0
-0.9714752213059501,-0.5365445258311716,-0.26598578295332553,-0.003207752550229007,0,1,0,0,0,0,1,0,0
0.42539080141398755,-0.9713309518615445,-0.23242312624019587,0.5216851611762428,0,1,0,0,0,0,1,0,0
-0.5058532137326376,-0.29499651136985344,0.8357793709913878,-0.8193918459451515,1,0,0,0,0,0,1,0,0
-0.5058532137326376,-0.24668690847758978,-1.2101316078276794,0.4632699796316657,0,0,0,0,1,1,0,0,0
-0.9714752213059501,0.47795713490636493,-0.4961833411352965,-0.2946841595517133,0,0,1,0,0,1,0,0,0
-0.5058532137326376,-0.6331637316156989,1.237957904427675,-1.4017149988933928,0,0,0,0,1,0,1,0,0
-0.9714752213059501,0.6711955464754196,-1.0579127541571907,0.055178853593530024,1,0,0,0,0,0,1,0,1
-0.9714752213059501,0.1397899146605194,-0.0540505541904023,-0.2363825803754776,1,0,0,0,0,1,0,0,1
1.8222568241339252,-1.4061173778919174,-0.4568207888478763,-0.81835604593508,0,1,0,0,0,1,0,0,1
-0.04023120615932501,1.2509107811825833,0.6337134039561447,2.3899663564705254,1,0,0,0,0,1,0,0,0
0.42539080141398755,0.38133792912183767,1.2011579340908005,-1.0524022137147955,0,1,0,0,0,0,1,0,0
-0.9714752213059501,-0.7297829374002263,-1.124010674990385,0.8750605712233246,1,0,0,0,0,0,1,0,1
0.8910128089873001,-1.2128789663228627,-0.6801250715032606,-0.5859111261457315,1,0,0,0,0,1,0,0,1
0.42539080141398755,-0.43992532004664436,-0.46344661891850575,1.6330147104067037,1,0,0,0,0,0,1,0,0
-0.5058532137326376,0.5745763406908923,-0.01126146624912352,-1.3427777452420293,0,0,0,0,1,0,1,0,1
